"","nroInvent","idPlot","nroTree","bal","idSet","sp","ht","hcb","hlcw","taped_faces","status","rc1","rc2","rc3","rc4","damage","dbh1","dbh2","dbh","expan","Observaciones","cl","cr","slender","expan_type","factor_slope","expan2","ba","ba.ha"
"6424","-1","02642108",6,27.3886006479558,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,24.2751555911901,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.0462821926489143,0.654759087751653
"6425","-1","02642108",7,15.6541623639804,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,20.0121449468821,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0314540925964029,1.00121486343754
"6426","-1","02642108",8,7.9961846741031,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,21.4316053094434,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0360744141225445,1.14828426534941
"6427","-1","02642108",9,19.3869914860004,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,18.7230079814053,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0275322133467573,0.876377569679416
"6428","-1","02642108",10,31.6955775787702,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,12.8140173191223,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0128961624333558,0.410497599636917
"6429","-1","02642108",11,13.578449946939,"ibero.pt","026",NA,NA,NA,NA,"3",NA,NA,NA,NA,"0",NA,NA,20.5076060881807,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0330308549720285,1.05140476866997
"6430","-1","02642108",12,28.6407551187932,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,15.1009152211921,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0179100344048035,0.570094101294078
"6431","-1","02642108",13,1.55997700875233,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,12.0354264826877,127.323954473516,NA,NA,NA,NA,"ifn",1,127.323954473516,0.0113766094698472,1.4485149062018
"6432","-1","02642108",14,29.2108492200873,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,14.4490093069785,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0163970614026582,0.521934674882877
"6433","-1","02642108",15,30.2414284365387,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,14.2248781974147,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0158923087621641,0.505867899328212
