ID_Inventario,ID_Parcela,ID_especie_principal,Anho,T,N,dg,G,Ho,SI
0,2619104,26,2003,32.75,1252.0188856565,13.6879560652038,18.4237472222271,7.95,16.1155766828667
0,2642105,26,2003,31.75,509.2958178938,26.8817446317071,28.9051277777576,13.2,22.5509687272802
0,2642108,26,2003,31.75,912.4883403938,20.2189497806504,29.297758333335,10.85,19.8890434930908
0,2642306,26,2003,25.75,1510.2035711172,15.138686735169,27.1832750000148,10.825,22.1496195334983
0,2644107,26,2003,29,2450.9861236151,10.6669351968367,21.9033250000005,6.475,15.2883467364619
